SOURCE_IP,DEST_IP,IAT_VARIANCE,DNS_ENTROPY,BYTE_STABILITY,RISK_SCORE
192.168.1.39,192.168.1.88,51.503094596230824,2.798164291543909,2.7881556588861174,0.08918662514082375
192.168.1.13,192.168.1.31,58.94186459138684,1.5113851955118658,1.5154906237342478,0.08201137095971091
192.168.1.66,192.168.1.16,54.926294013268084,2.659541023147362,3.809585878689574,0.037206211717610974
192.168.1.8,192.168.1.77,17.793212418181575,1.4310117323129323,1.9674772548745705,0.08494888086348873
192.168.1.83,192.168.1.70,8.37391309661274,2.6291246921863127,3.3053527910131906,0.33998858804768856
192.168.1.57,192.168.1.61,32.21542733803005,1.3722322210127476,3.0161149540833576,0.18094637022787138
192.168.1.18,192.168.1.10,23.37575586476098,2.2436617506103786,3.1354445094295964,0.012888496726451232
192.168.1.82,192.168.1.31,7.911476456285005,2.7098650795701005,4.798288222151596,0.09165154264748482
192.168.1.86,192.168.1.2,13.516276705610021,1.9123878869227589,3.636558562704183,0.20043943422317845
192.168.1.89,192.168.1.14,40.02518053563941,3.149539686840826,4.215215412081568,0.03040278548026401
192.168.1.29,192.168.1.8,53.49399333012216,3.0838111745208403,3.828034616500706,0.039450718690595965
192.168.1.82,192.168.1.46,44.546069373959014,1.7739735989430865,1.6244942289390507,0.1311249641652852
192.168.1.78,192.168.1.67,51.991973232912414,2.6979980348099137,1.7254192873148724,0.04995062567220692
192.168.1.28,10.0.0.45,35.28797703088557,3.088927375764076,1.455248818784815,0.18684584824679284
192.168.1.98,192.168.1.74,34.52725305764401,3.0731404361416783,1.8875845475428943,0.3056439974121342
192.168.1.58,192.168.1.37,10.60159958283105,2.6569878676948804,1.39851382118291,0.13623211297183388
192.168.1.90,192.168.1.51,33.8475315820437,2.5037361872952117,4.0076735759803785,0.27083804427268066
192.168.1.46,192.168.1.36,8.911088951739023,1.8913138710837185,3.844825138508345,0.15895796135132037
192.168.1.36,192.168.1.52,56.13854474467767,3.095726883998138,0.8118702770843692,0.16518056950222426
192.168.1.31,192.168.1.55,27.389222865843912,2.5553630822353965,1.5203040210426264,0.21467366001131383
192.168.1.70,192.168.1.67,32.3641123815099,1.7261600598483815,3.7597386019912005,0.07444887290255975
192.168.1.57,192.168.1.50,15.890166666915443,2.0760435927006586,2.3393469326383753,0.1558324462278615
192.168.1.84,192.168.1.43,22.631217230907446,1.4699569721432841,1.8327954450154933,0.2045764969442804
192.168.1.1,10.0.0.30,48.778079928033414,1.8115122550247493,0.8278038389533988,0.32709749589197584
192.168.1.20,192.168.1.82,20.352927327226745,2.492730224247312,4.429898929659777,0.024158967595593307
192.168.1.60,192.168.1.95,38.41094646497131,2.246316001611965,4.435137964776391,0.024767341460116735
192.168.1.38,192.168.1.65,52.54216429569187,1.8187371241600256,3.623592442893066,0.015482379766553062
192.168.1.39,192.168.1.42,34.891643572065796,1.345472523554393,4.055591181767488,0.0840454726009733
192.168.1.47,192.168.1.42,35.90323259328322,2.681766413443971,3.478371404967525,0.13088013103168258
192.168.1.2,192.168.1.81,45.996875652784674,1.9579118196250151,1.8624542342784127,0.1661776434587597
192.168.1.49,10.0.0.29,0.044061589615931325,4.992199307985478,0.09032736222389143,0.7736512443391061
192.168.1.22,10.0.0.46,52.136596558181786,2.030214353709865,0.9020295603134008,0.15884570228187075
192.168.1.7,192.168.1.16,9.153989731423778,2.855162434961404,2.4245108862087608,0.21266173657420231
192.168.1.90,192.168.1.62,35.232653751111805,2.915528291572059,2.633459341290201,0.011396108985132474
192.168.1.74,10.0.0.32,43.98395956983847,1.5557595909212572,4.4983997983601824,0.1602486672928348
192.168.1.48,192.168.1.33,48.4485975009225,2.478590945330915,4.340594989411489,0.2607068104904282
192.168.1.42,192.168.1.85,46.11784204546934,3.1995031268580885,3.7621903888382864,0.04882248528062493
192.168.1.64,192.168.1.41,14.581587128926504,3.1257832683560753,1.2901089993557733,0.07036969270249574
192.168.1.34,192.168.1.9,20.425028561803042,1.5194989204678884,1.2382861471940083,0.10696344264341624
192.168.1.41,192.168.1.62,0.07803188640690682,4.348434481144679,0.08812975456140917,0.8287812214265609
192.168.1.48,192.168.1.85,39.98580990539902,1.5294617921621234,2.4342406588085117,0.10766761625820298
192.168.1.42,10.0.0.1,59.410396980851175,1.3094899645191902,2.0975686976131103,0.17384605681739232
192.168.1.65,192.168.1.15,45.10821370036624,2.9494941469779494,4.724236858900383,0.2837317481118389
192.168.1.48,192.168.1.33,50.4238524534748,1.8070078182959044,2.293154429491465,0.11775042469830505
192.168.1.80,192.168.1.15,57.88862932399458,1.8256892560113362,0.9412004214992292,0.18911783645714056
192.168.1.13,10.0.0.42,17.066416405793547,2.1287004997642835,2.4496291953906253,0.281895233080949
192.168.1.73,192.168.1.10,36.06627901945846,1.559313931673692,0.9489360096627908,0.02853404256969213
192.168.1.75,192.168.1.20,32.97761728762434,1.3094283496672798,2.909617585661022,0.3281547489183471
192.168.1.3,192.168.1.9,49.00839566154628,3.064258199561306,3.96602944542443,0.2642181747644504
192.168.1.2,192.168.1.94,16.744561283617326,2.5521860683291537,2.3225049436439678,0.32672509841621683
192.168.1.13,192.168.1.15,55.51868417437167,3.0082273209590102,1.2043814603708354,0.1346568180327952
192.168.1.11,10.0.0.17,37.20822923117289,2.382703408106419,3.7363986301809518,0.26338210529863
192.168.1.30,10.0.0.10,27.89567106993951,2.0977027313040058,3.195549698961054,0.034390016874124484
192.168.1.90,10.0.0.11,0.07276439847421699,5.171935971108539,0.0019401245618215436,0.8284816244390645
192.168.1.75,10.0.0.4,25.366118654272476,1.6523031996042368,4.427736053689941,0.2869521721185909
192.168.1.42,192.168.1.23,22.32236340553177,1.8127975967239156,1.1853061118044486,0.09975167670134216
192.168.1.41,192.168.1.31,23.712264694819137,2.911850379182596,2.456051667424116,0.0755654670403635
192.168.1.96,10.0.0.22,47.19783667875726,1.6117746215331987,1.9475886591558922,0.1682655706294978
192.168.1.10,192.168.1.75,0.009396002414072329,5.262975292087339,0.04828547649829468,0.9082457729469225
192.168.1.41,192.168.1.29,0.03130182388957607,4.7376069145284845,0.08962362491461331,0.9436098738588148
192.168.1.42,10.0.0.28,31.487402712064945,2.5611336827214304,4.364787125364171,0.22381686910052376
192.168.1.3,192.168.1.86,49.10526740598696,2.9029783632930934,2.673798103369862,0.1514640279389533
192.168.1.37,10.0.0.39,0.05222793822033336,4.569399034672498,0.07550604148161828,0.9113584343984739
192.168.1.44,10.0.0.2,56.392593701416814,1.2969284649516446,1.4462428005583763,0.20240212573459804
192.168.1.68,10.0.0.39,27.16713168489227,2.4983079296617454,3.6413174588153074,0.22696756685553154
192.168.1.77,192.168.1.39,12.081494055243052,3.095247317041334,2.638268897101827,0.11786811928133496
192.168.1.66,192.168.1.10,21.81066732599009,2.385965401934864,2.9195758478979523,0.011602224677561994
192.168.1.15,192.168.1.96,53.52292945614208,1.494029909799557,3.699024487072437,0.3409446324917777
192.168.1.16,192.168.1.43,5.390309287218795,2.8387964619329855,2.1192120528645493,0.1938603146421846
192.168.1.49,192.168.1.63,32.99179795551074,1.8380878597456147,4.860355379370349,0.32724640204248934
192.168.1.82,192.168.1.92,51.34049758058497,1.924363205588303,3.4721137461399403,0.17007758258440536
192.168.1.46,192.168.1.64,27.733835292915572,2.293229879327342,2.4622113835336057,0.26454853958533686
192.168.1.89,192.168.1.52,7.134712129649117,1.5882575408919444,2.9147337916869844,0.3278394937508924
192.168.1.46,192.168.1.73,21.67645065678212,2.0588957941574053,2.6181767629217183,0.06350633833896953
192.168.1.48,10.0.0.16,24.18186860678486,2.587753070643232,1.2183474054804806,0.3147357277356879
192.168.1.82,192.168.1.67,50.1462130187668,1.6726854866564191,3.4760756294464796,0.1432793349223105
192.168.1.5,192.168.1.71,26.29508007857639,1.8922170003288152,4.261497836568092,0.04443388210254216
192.168.1.30,192.168.1.20,5.852403300440467,1.533528537745384,3.2299768839914047,0.2511032451052187
192.168.1.85,10.0.0.44,9.319493353603928,1.9128094716993294,3.8644332105424,0.19723478519623017
192.168.1.65,10.0.0.46,0.06362033566337774,4.90570461826563,0.04933415880523805,0.759616580723584
192.168.1.68,10.0.0.28,19.266985634101964,2.4722673354561313,2.5439648889436137,0.30356620493740083
192.168.1.62,10.0.0.46,0.0131410467287725,5.294446069713214,0.02660213767288018,0.8917958099749218
192.168.1.11,192.168.1.64,56.30242039483521,1.3566541102984369,3.596985137334811,0.2769023243108091
192.168.1.14,192.168.1.1,29.616347277938466,2.8588577408679594,1.862056446704396,0.16903454962738562
192.168.1.9,10.0.0.18,53.8310857426084,2.110248462065539,3.0016040768344414,0.1473519363230484
192.168.1.89,10.0.0.44,20.60600304782508,2.073163443483649,3.35208639196728,0.16301765638832333
192.168.1.15,192.168.1.83,18.326133106025658,3.0489885655481057,2.8478445160591157,0.014559214316521858
192.168.1.23,192.168.1.68,0.01849462041848636,5.208412433221472,0.005827530156057448,0.9710790568066918
192.168.1.97,10.0.0.13,5.494926150579068,1.715621748046675,2.330701913293092,0.16642179969417098
192.168.1.66,10.0.0.24,37.457007325959815,2.2483093353895116,1.7735028594308497,0.02291182897366622
192.168.1.27,192.168.1.73,0.05545306637684114,4.190653920656111,0.03567231693089064,0.8921959185363831
192.168.1.93,192.168.1.38,58.22569750624973,1.8430836647957427,4.992053116229242,0.34869565567788946
192.168.1.54,192.168.1.20,31.73243091665598,2.528201342295782,2.876213520517097,0.3396100995049673
192.168.1.28,192.168.1.37,0.03323519646662251,4.2869160565560955,0.05171179308569195,0.9679400848943651
192.168.1.68,10.0.0.37,43.55561969022724,1.4265395061293715,3.9779625985858313,0.1772350594518503
192.168.1.86,192.168.1.16,31.328594631313273,1.5446984282899265,3.8855083009004825,0.319941017454083
192.168.1.72,192.168.1.70,47.01797579790899,1.2101576259514544,4.629913891858223,0.07713259781098478
192.168.1.31,192.168.1.71,47.583813123536906,2.512405960747213,2.6224843225332215,0.20435341574279625
192.168.1.34,10.0.0.21,46.45975421381029,1.6381183461197666,2.4936798948582237,0.22005648616035736
192.168.1.52,192.168.1.83,57.93009240499906,2.980441341109112,1.7165686572301295,0.28973848263099283
192.168.1.15,10.0.0.34,36.953272264737585,2.6597782354071953,2.3491980723324124,0.2239345256228193
192.168.1.51,192.168.1.73,39.330564009294875,1.464070353779991,3.90305115417296,0.10381562130302137
192.168.1.13,192.168.1.43,25.80911699254558,2.6994514935670866,0.9356842894424837,0.171859278731361
192.168.1.28,10.0.0.20,26.87753433420718,1.849410668516528,4.916514179431082,0.05581407014450852
192.168.1.93,192.168.1.74,30.92515664243139,1.5515676316607636,1.1521963719927526,0.0966209793517308
192.168.1.72,192.168.1.99,46.65838068553286,2.7150967862667423,4.143966817537681,0.31144926625638086
192.168.1.68,192.168.1.41,30.602811659011383,1.7301783375040722,3.804394950423984,0.22621945609208743
192.168.1.10,10.0.0.2,56.36930801819395,1.567159254710292,1.6374463697802384,0.14825641914088994
192.168.1.31,192.168.1.23,33.001236185313715,1.4949078348522697,3.2524505404070636,0.2023540842273896
192.168.1.57,192.168.1.17,0.0730681103269913,5.419113427103247,0.024471559702370096,0.7815756735934452
192.168.1.90,192.168.1.86,52.21586389290446,2.2927809344234724,3.0626443159835484,0.1266791114504764
192.168.1.43,192.168.1.93,20.65782688493494,2.97521665898791,2.155328125733563,0.05856019756554008
192.168.1.55,192.168.1.14,28.87268776629994,2.83885570734073,4.575119619079095,0.05071838858694705
192.168.1.24,192.168.1.91,34.44539799511169,1.538249725288356,1.9510241436979232,0.15967538692709615
192.168.1.50,10.0.0.10,0.026332357624178147,4.828507020183254,0.005050747083228214,0.7605314612084985
192.168.1.21,10.0.0.41,22.917874906009004,2.8340009669952613,2.339568577720277,0.12110285337271534
192.168.1.31,192.168.1.37,26.243001741449927,2.169717479432207,2.097478021162738,0.11904213609465991
192.168.1.36,192.168.1.32,6.288812545206351,2.0603518168886263,4.437539148847867,0.11249510337962709
192.168.1.60,10.0.0.41,38.33076075648447,2.340625015653008,0.7410945182333357,0.05776966333047589
192.168.1.33,10.0.0.1,32.72385438616334,2.289763372058787,1.7757823562192274,0.33246455288410753
192.168.1.65,192.168.1.12,9.2896626525175,1.4122600386180388,2.7175160563923004,0.06464253872493513
192.168.1.3,192.168.1.49,24.197883345385325,3.132451451411641,4.107287686919151,0.22434199024966048
192.168.1.36,192.168.1.61,7.232214167408229,3.0274549880129182,4.248473623488502,0.11117404358987724
192.168.1.68,192.168.1.37,0.04260100046459336,4.454921539098168,0.03625832125946771,0.7659372848305194
192.168.1.64,10.0.0.18,11.595702240992157,1.841466184689346,4.404387266241005,0.0890731452473217
192.168.1.89,192.168.1.61,49.73737914605738,2.6856625529313805,3.4771597968166943,0.0903544406913754
192.168.1.12,192.168.1.46,35.452280844668834,1.576770018669746,0.7531101244182762,0.03744087442595523
192.168.1.85,192.168.1.80,19.767504190862248,2.5084715598906357,2.9012761908914486,0.33097403461551533
192.168.1.36,192.168.1.54,28.365569324729528,1.4563702205981957,1.0531484599953773,0.22065319642474424
192.168.1.43,10.0.0.12,0.027016380921117838,4.063300702871947,0.049629512550063974,0.8806707197158005
192.168.1.26,10.0.0.21,59.17110096428204,3.0915494340169216,1.3869771747064348,0.3076235015662586
192.168.1.28,192.168.1.100,15.70013833349512,2.6633591975749633,1.1936638595135038,0.30091884580928185
192.168.1.75,10.0.0.44,33.55396717659973,1.796115143589619,2.4014272110073467,0.11143483281974956
192.168.1.81,10.0.0.41,9.907219243148123,2.061966125694517,1.2865402177032108,0.3456140292141996
