SOURCE_IP,DEST_IP,IAT_VARIANCE,DNS_ENTROPY,BYTE_STABILITY,RISK_SCORE
192.168.1.7,192.168.1.17,34.898122537322365,2.1254806773987402,1.071501249275581,0.07759772929724339
192.168.1.54,192.168.1.79,37.38448478576679,2.433740989431427,1.478111847184273,0.2681385669498167
192.168.1.43,192.168.1.2,14.346669589891722,1.9293351550847873,3.242967417939102,0.05574939879753097
192.168.1.90,192.168.1.33,16.217353756014802,1.2349029114475707,4.822025558426389,0.09876124451684457
192.168.1.60,192.168.1.65,0.0045709753352782155,4.741216079130982,0.03268293953536244,0.837774945337015
192.168.1.9,192.168.1.18,57.987449901287455,1.5742820457097377,1.8878864722772222,0.1846255055291668
192.168.1.64,10.0.0.27,29.636532149252925,3.155491308254402,3.5615544316567385,0.21597986496998395
192.168.1.65,10.0.0.28,25.810321383026757,2.733647075994994,2.428781067055857,0.30642069890285556
192.168.1.48,192.168.1.11,59.736160808084776,2.2939342736163297,4.227877074912696,0.1635965313144194
192.168.1.29,10.0.0.8,7.066008072993103,2.351191133564046,4.833251471230967,0.32713114051457376
192.168.1.65,192.168.1.51,43.3075547637043,2.8072499472490025,1.5922032335281358,0.12104107045899504
192.168.1.48,10.0.0.6,46.68479009866479,2.705463447281665,3.9402774634984365,0.1584139822413581
192.168.1.96,10.0.0.43,15.671975271509451,2.1815801747227725,1.6746934591768488,0.3019604653398556
192.168.1.22,10.0.0.36,21.28267633391486,2.1401117746022846,3.353571064762551,0.16108523669199054
192.168.1.6,192.168.1.5,13.230604143180184,1.887558454190718,1.2267282423091823,0.19031329056745694
192.168.1.4,10.0.0.27,53.63978099964991,3.154796473788346,1.2451326477279079,0.2990396887330792
192.168.1.10,192.168.1.17,36.635827535761536,2.902423703751835,2.5573676795863807,0.2529834059224942
192.168.1.55,192.168.1.100,45.413327386779834,1.801765223063909,2.4121105074867826,0.07015520909891144
192.168.1.98,192.168.1.94,14.929103974699716,1.5456375984027406,1.4058521330030143,0.27784035621561987
192.168.1.58,10.0.0.33,24.541085615870966,1.4552012010664652,4.330259905211232,0.20344110508538452
192.168.1.7,10.0.0.35,57.74657793003021,1.5221183987967501,3.2463547957875356,0.16644080094501285
192.168.1.70,192.168.1.45,28.628665576707412,2.997974340568116,1.1877246466584086,0.200776626126031
192.168.1.34,192.168.1.18,14.520035232320708,2.679620919313619,3.9289930144390293,0.19589688528594454
192.168.1.25,192.168.1.23,5.462858645071458,2.365503826248025,2.125637341759302,0.10530137616030803
192.168.1.37,10.0.0.2,8.30208619229726,3.1841431385108594,0.9321169365922077,0.13290716530498325
192.168.1.7,10.0.0.3,8.564728695108316,2.283272098878556,0.6572633157907655,0.2546581918109785
192.168.1.34,192.168.1.46,44.69524145399336,2.0391717753115333,2.2169093414191856,0.21013212993615607
192.168.1.53,10.0.0.45,7.639745296427172,2.8306809469647014,1.960050919361897,0.08174675422484265
192.168.1.54,192.168.1.27,26.485830734535515,3.1596560235395135,4.797466736760135,0.20378556568669942
192.168.1.42,192.168.1.93,8.192354946332756,1.859941425949223,1.6572744911719504,0.0557097768342601
192.168.1.66,10.0.0.30,20.49831916393996,3.199549964181668,4.596918309671555,0.04192202143972124
192.168.1.100,10.0.0.33,12.371568583611504,2.351511946184737,0.5057273130017692,0.25873630184691654
192.168.1.51,10.0.0.43,34.377018722521406,1.5878076781622823,3.2858957393549093,0.3099249885660922
192.168.1.50,192.168.1.13,20.98298264478469,2.406017736129902,1.6955095880458946,0.17247353466865803
192.168.1.6,192.168.1.91,44.319660583620966,1.891428002560365,2.4472963123626843,0.05600543501491687
192.168.1.60,10.0.0.5,25.437312511344853,2.6706709170461393,3.6438264167704517,0.20345366013392724
192.168.1.51,192.168.1.43,59.22523851208517,3.185604088651943,0.580728502487832,0.04704574410960987
192.168.1.100,192.168.1.100,56.66223595014291,1.400188853382144,2.6218922071855615,0.33312440417950645
192.168.1.8,192.168.1.98,17.875308415452906,2.860539479368485,4.285542299673031,0.3161968155011256
192.168.1.87,10.0.0.14,0.022268118648840395,4.915299638298237,0.042832092540773054,0.8190830407447914
192.168.1.51,192.168.1.5,46.193080343124876,2.396841848943066,2.0168859628216707,0.2384290174909638
192.168.1.23,192.168.1.66,44.38463680480925,2.110912906153988,0.5076333335394769,0.1835793833031251
192.168.1.9,10.0.0.21,16.647981536615994,1.4506391569418104,4.470756907928919,0.02026318358719282
192.168.1.27,192.168.1.54,5.142049371197956,2.098112440901743,4.899013692112333,0.16297959200822731
192.168.1.60,192.168.1.6,0.007357008685098824,5.135249445202486,0.02470300086343709,0.9199315473281249
192.168.1.65,10.0.0.29,33.08370993107279,1.737559896549431,1.6116012783827218,0.27900974958031594
192.168.1.83,192.168.1.30,34.291541620760555,2.858323447674759,0.9809484454348962,0.3403019455162401
192.168.1.22,192.168.1.23,33.83675306602905,3.1416160793382226,3.6272612222029155,0.3338654650855622
192.168.1.67,192.168.1.93,0.001649102342731513,5.105343139057039,0.06486972763098053,0.7649119226659864
192.168.1.21,10.0.0.35,51.180730948258926,2.2785567870514156,4.030173806902332,0.28719237993758034
192.168.1.47,10.0.0.44,0.003707480336419748,4.37200622012772,0.045476421422436346,0.9371392242815091
192.168.1.90,10.0.0.42,34.65998282837515,1.8713749164295892,1.2117577012552256,0.15607991508775673
192.168.1.93,192.168.1.44,12.940579749461742,2.6576790462743625,2.9619125775996316,0.03674693769585055
192.168.1.92,10.0.0.38,15.661017003712082,1.770218646939926,1.9041261895772377,0.06251413604208454
192.168.1.84,192.168.1.85,19.153710497229696,1.382216806708054,2.885174585262006,0.22686856816545797
192.168.1.37,10.0.0.25,56.46605074466448,2.060620595502103,2.6060330913527245,0.34483783670112284
192.168.1.55,192.168.1.47,35.76931640376368,2.1243481478174533,4.959938549951219,0.07562175837696593
192.168.1.26,192.168.1.8,59.24351554502285,2.4887831620529184,2.247908971746103,0.26712228524605225
192.168.1.8,192.168.1.42,31.489798480574823,2.1001973531918727,1.2465175674623417,0.09205030353267675
192.168.1.82,192.168.1.2,13.536149935809174,1.9677162677136384,1.338527247974222,0.2691956204841932
192.168.1.71,192.168.1.50,52.90476665831801,2.6709857825978593,4.017202940211645,0.27392339159052204
192.168.1.18,10.0.0.12,41.5401120581625,3.136940883717716,0.5718387486418339,0.21611091232977106
192.168.1.28,192.168.1.64,14.295592585460971,2.3675464172856273,4.321576503539552,0.12898282479122689
192.168.1.84,10.0.0.31,53.7308720080979,2.4491644918013673,2.866063777794461,0.059257271690395
192.168.1.34,192.168.1.27,49.864416159356125,1.4708519320020432,4.350881709515437,0.2476492154520187
192.168.1.73,10.0.0.41,51.104232601085535,2.6173955077608255,3.2101455578623357,0.32641324613624045
192.168.1.99,192.168.1.100,37.33185948962092,2.704486510576782,0.7155065950335362,0.24569194806382336
192.168.1.81,192.168.1.33,12.718452364036814,2.8990645717299692,1.1620479507923915,0.30325380061237633
192.168.1.25,192.168.1.87,52.23122583250264,1.8199843902578894,4.65944383025326,0.23385342677472828
192.168.1.39,10.0.0.33,48.857224804468814,1.6151153201640027,3.700313998045213,0.04104894123892069
192.168.1.32,192.168.1.83,24.91359041796722,2.8349554554418566,4.956946993892752,0.33307117169079853
192.168.1.47,10.0.0.1,54.91451939447282,1.9495326129487378,1.564043364781785,0.2545409579752187
192.168.1.32,192.168.1.33,13.988922059902727,1.9828850499965758,1.5181680925448302,0.14608688220973193
192.168.1.29,192.168.1.18,18.473265289627033,1.6634267130008442,0.9573400555772789,0.05096136137316545
192.168.1.11,10.0.0.33,12.210401022497058,2.6803942427242844,2.5453304286266687,0.12085524837600056
192.168.1.26,192.168.1.67,33.81153373695521,2.650034953934698,4.053159903995158,0.33374922121620576
192.168.1.11,192.168.1.68,49.59428546519926,2.0792195481140716,4.4121424830780365,0.15629755589687783
192.168.1.82,10.0.0.6,48.35879477806043,2.281438351330791,3.174731307068735,0.20978498360088055
192.168.1.48,10.0.0.19,26.288656152322623,2.323787657865206,4.5915054287123755,0.10125024799119065
192.168.1.36,192.168.1.45,21.998298309789085,2.57364578602691,3.125980043375116,0.2137010177502365
192.168.1.87,192.168.1.26,0.04982616533009061,4.789146013251638,0.0025011223418291983,0.7791086556774194
192.168.1.43,192.168.1.14,10.168070614095797,2.5114554563746485,4.237560871686755,0.17413907811969276
192.168.1.12,192.168.1.57,39.38393923895981,1.9073414636778454,1.9042519430867924,0.10619467354302682
192.168.1.86,192.168.1.52,29.21869426561628,1.9626169812541963,1.7724538088220785,0.33207703033676594
192.168.1.95,192.168.1.55,31.134613404063007,1.3139136688998396,2.614655121293951,0.02438462849100249
192.168.1.88,192.168.1.58,13.469397009580426,1.6540105943110417,4.60051996059911,0.0804540767343094
192.168.1.82,192.168.1.25,20.09869424488282,2.8125157198353605,3.5737426914695276,0.03716447238459234
192.168.1.75,10.0.0.16,31.202467302416704,1.791442406523846,4.060147136785855,0.07039166046587851
192.168.1.81,10.0.0.42,0.06718047623413272,5.146155435893579,0.014279691500431013,0.9321289429569547
192.168.1.65,192.168.1.78,56.992983733335564,2.4295692321855635,4.6856888187608146,0.26872911910288555
192.168.1.36,192.168.1.97,37.33604342654226,2.13776341482655,0.5347881083336635,0.226518365146877
192.168.1.75,10.0.0.28,44.926102125505494,1.5405318769045662,1.2493182531158404,0.2331247235394766
192.168.1.71,192.168.1.27,22.53703311611783,2.416910508353111,4.535115786780069,0.31717697041624116
192.168.1.6,10.0.0.8,59.43685787062587,3.1940543395340546,1.0219816348292778,0.16509548202892857
192.168.1.60,192.168.1.67,34.59640429155728,1.7620739085327661,2.8756013841208867,0.22167901486382638
192.168.1.98,192.168.1.20,26.32021929189353,2.2351233133643715,2.615145909161332,0.09017367867762804
192.168.1.36,192.168.1.86,20.7728158310454,2.3033976243871788,0.6120676561771174,0.1592610396007807
192.168.1.32,192.168.1.57,56.3845242928147,1.4167449202499605,2.9932579513406847,0.14647013895413188
192.168.1.78,192.168.1.17,37.97229797038391,1.6580371501011995,1.9458520842366358,0.31347176835225443
192.168.1.61,10.0.0.16,12.654327619412712,1.88267672321284,1.953784499779617,0.018804857216859247
192.168.1.66,10.0.0.44,13.520853684606589,2.371812123785915,0.7889842117221222,0.2318408406670286
192.168.1.15,10.0.0.32,0.030589341033110305,4.88422132015272,0.06695478119287052,0.8633225454687181
192.168.1.65,192.168.1.86,39.560975746994814,1.3608131579476073,2.3776386455655887,0.030614444814679023
192.168.1.59,192.168.1.74,20.638680333896673,3.047009368719734,2.742570489630702,0.1692658621460951
192.168.1.97,192.168.1.64,24.981948637048394,3.0685572952244318,4.479399914981814,0.15105623943001328
192.168.1.78,192.168.1.78,55.45607722606345,2.7374130105310135,1.5964583741256322,0.12211266026331952
192.168.1.9,192.168.1.60,33.10492574338406,1.8771631596758207,4.425886377464028,0.14448742714184742
192.168.1.51,10.0.0.25,42.548067192139335,2.5042501234956602,1.861023019531741,0.31088311696724724
192.168.1.44,10.0.0.35,27.08332268194721,1.299273142345111,2.9870532042789955,0.01763789434216706
192.168.1.58,192.168.1.31,40.690201704641815,2.3205748038359317,3.2753397870547643,0.12026211460406785
192.168.1.75,10.0.0.28,0.035791154358545976,4.421545938004806,0.059710310754153895,0.9648406106732708
192.168.1.20,192.168.1.73,11.371259221368943,1.9466484598437344,3.828175397825197,0.3396324270618045
192.168.1.67,192.168.1.48,27.44324625675322,1.7094139948652742,0.5762294058127744,0.222116484456817
192.168.1.67,192.168.1.92,35.80394993159557,2.091292960030737,3.6523815535951694,0.09327972825864984
192.168.1.24,192.168.1.87,11.242025968837345,2.2344239400066392,4.19604145346371,0.1744557189784864
192.168.1.9,10.0.0.34,28.29516587042105,1.5263196078672157,3.0586642175773617,0.05409342404849141
192.168.1.20,192.168.1.19,35.92154202541664,1.807054270196605,2.0159123679536326,0.18518487807658962
192.168.1.19,10.0.0.28,0.05511873133733342,4.070015487774662,0.025825085771395275,0.8220351101156889
192.168.1.67,10.0.0.31,0.023096974493586372,4.077447214365824,0.08761639231465272,0.7765179811876742
192.168.1.31,192.168.1.16,0.015051518741387458,4.231332835703157,0.018388321045249314,0.7720560272890088
192.168.1.66,192.168.1.94,40.70864531754261,1.8976469240730887,4.419001397395985,0.28815135508094003
192.168.1.66,192.168.1.2,34.11753855347104,3.0488299492272066,3.9682221519312257,0.05974307620280809
192.168.1.27,10.0.0.40,43.66084586705027,2.277041881909934,1.7172300739319493,0.268936550118824
192.168.1.94,192.168.1.90,11.596574736737962,3.0776095683282136,1.0278484141508544,0.3456707575000071
192.168.1.26,192.168.1.99,59.29312829807423,1.790427416090064,3.7925985423407256,0.23770246325419636
192.168.1.78,192.168.1.12,18.437459965105646,2.0097236042128404,1.3535966201518996,0.04801707385121731
192.168.1.46,192.168.1.26,12.39394791836368,2.242872539347338,3.2185791900604412,0.2601200979732174
192.168.1.95,10.0.0.28,23.00377390801686,2.286724688780307,0.520779645194082,0.07744749514746002
192.168.1.30,192.168.1.67,41.763866804178186,2.942594866476489,3.65624356858294,0.2681072650320694
192.168.1.14,192.168.1.16,43.64257859689892,1.656930938076512,3.245524552496457,0.14425119001020906
192.168.1.76,192.168.1.16,58.183301106527665,2.860378008682891,3.8453308526755547,0.2003500325106473
192.168.1.21,192.168.1.4,23.104511735515253,1.5266633086081514,2.5417774101421253,0.2367747848060729
192.168.1.31,10.0.0.42,26.303614961184532,3.058193890165263,1.6071845828546765,0.06656004465267044
192.168.1.30,10.0.0.15,6.929471055596775,2.0573608386785898,2.94692184463798,0.24696173750038408
192.168.1.99,192.168.1.97,52.18676925893872,1.4806048580155757,3.184749558078638,0.15926812590571862
192.168.1.60,192.168.1.2,35.6422429752854,1.9603553318333806,1.95307856618608,0.2579988984836618
192.168.1.49,192.168.1.57,31.187058253531102,2.3339027382417425,1.776588983043835,0.039967996715466796
192.168.1.58,10.0.0.25,17.02313805994852,1.9951328579717462,0.5711522213654051,0.06786115130825329
192.168.1.16,192.168.1.27,10.381707409682607,1.3657310403437222,4.643708311785353,0.1363447070198357
192.168.1.86,192.168.1.80,42.386154077125866,2.977203769972008,2.857902179538762,0.07065193769891975
192.168.1.80,192.168.1.86,54.84959472981438,1.7111509633557258,2.6041549042180483,0.08869933931434545
192.168.1.76,192.168.1.55,21.301890248394603,2.0192675538933003,2.2118350482165354,0.2471693717698178
192.168.1.10,10.0.0.29,0.01215114550540336,4.472687371038495,0.004699099262551465,0.855400200720811
192.168.1.42,192.168.1.49,24.899034896678188,1.9639103134594391,2.0285453082703997,0.08471688184925474
192.168.1.37,192.168.1.49,27.364105545925373,2.6408015739558106,2.7006573176377318,0.053610509478564924
192.168.1.91,192.168.1.28,41.807049332905756,2.0983923184453523,3.547311472562954,0.17362767343388955
192.168.1.48,10.0.0.44,18.494415878223002,2.3393972750126766,3.3503379756243534,0.25903272049731807
192.168.1.2,192.168.1.84,30.43497540316118,1.7254152186431702,2.9253712781578205,0.3190790015483168
192.168.1.22,192.168.1.38,57.79213665715377,1.7107736993276579,3.7243546983067435,0.12206019926202126
192.168.1.2,10.0.0.48,0.07275203313653447,4.742969792676748,0.06458070971895939,0.7663729087529504
192.168.1.100,10.0.0.31,56.40840064001877,2.901023645834222,3.4641215013531466,0.2682981903140429
192.168.1.13,10.0.0.42,40.68480969617725,1.2107068297427401,4.255194896803443,0.28752653732987354
192.168.1.52,192.168.1.93,23.38655873871526,2.054229533930647,1.2155529990397025,0.21673972248794005
192.168.1.54,10.0.0.6,0.04936998044289599,5.281567971101273,0.0415466447569115,0.8783763134493948
192.168.1.42,192.168.1.78,0.07689135867362719,4.857359854917755,0.06620812437687593,0.8068116417555613
192.168.1.12,192.168.1.26,21.20230256676501,1.4119292181147278,3.9153540373291844,0.11759402466563738
192.168.1.64,192.168.1.8,0.021195063921093386,4.8649342543364105,0.057086004577948324,0.8929150527684712
192.168.1.40,192.168.1.12,16.548319623754058,1.2465775200166869,3.3874740205455627,0.348603331852126
192.168.1.80,192.168.1.17,7.471040773131573,2.6610237351174635,2.9068486759811862,0.10501235497318155
192.168.1.23,10.0.0.31,26.28654588755912,2.556860245594798,3.711389527275365,0.08417654574853153
192.168.1.50,192.168.1.63,16.295687999104373,1.6688650600448247,3.200273286737371,0.24628349165530988
192.168.1.90,192.168.1.45,10.862524390985731,1.7765745505952917,0.8043357655558545,0.21487083600741505
192.168.1.91,192.168.1.14,39.808442472929364,1.459581089588257,1.5566080268337787,0.2397899301995871
192.168.1.19,192.168.1.40,32.097662864272735,3.1918488502127143,2.1720013724553535,0.3091494889254417
192.168.1.78,10.0.0.16,42.0543992783677,1.200113782413426,2.1252391128331483,0.14361058632053444
192.168.1.76,10.0.0.23,54.0032110931301,1.2835249500525012,3.653458277227075,0.23983467508980874
192.168.1.39,192.168.1.13,0.04786785147155904,5.364516562960812,0.04662912775853471,0.9443238159162402
192.168.1.15,192.168.1.87,28.475339348245868,3.0075038117901953,4.247094532456263,0.0883919281118157
192.168.1.46,192.168.1.87,6.41568133592294,1.3540045539505587,0.9417492243655532,0.12830000441938116
192.168.1.96,10.0.0.40,7.6006111340176705,2.4659328655707595,2.8439003568436103,0.06443563164954522
192.168.1.25,10.0.0.22,18.14856918579468,1.203034928255136,1.9170552560127878,0.34348371270001365
192.168.1.12,192.168.1.12,35.1663243532754,2.3998514926978314,3.8310530753157086,0.2806377807018518
192.168.1.74,10.0.0.25,41.82004068697955,1.927534312988263,2.8623965209996314,0.2604246842836334
192.168.1.95,192.168.1.95,7.010957890608003,1.9994089418327494,4.793843396423965,0.26898789539045354
192.168.1.100,10.0.0.39,6.483347945671691,1.785196143556439,4.563777344822676,0.17877293464718383
192.168.1.73,192.168.1.99,0.011458573390139629,4.939543418630124,0.0844620266085804,0.9257678519395498
192.168.1.17,192.168.1.88,53.012258390814935,3.030875072781102,1.0328146738371986,0.11723141598475197
192.168.1.18,192.168.1.34,6.5284991260701695,3.0241862898611807,2.4221647473436048,0.1600125548415366
192.168.1.87,10.0.0.38,53.821645688678196,1.4175174827432782,1.331347019901096,0.13756623622008862
192.168.1.81,10.0.0.34,51.79978584747323,1.6252920307503804,1.5792279608508004,0.3131607422139706
192.168.1.77,192.168.1.78,25.641617497304274,1.489649912840471,4.492842980667277,0.2909808521495005
192.168.1.9,10.0.0.13,17.374903817219124,1.582802994645909,2.9160056280737767,0.0636390451732002
192.168.1.73,192.168.1.11,13.073173810373962,1.5752886239792352,2.2630499577815186,0.13800232836929882
192.168.1.40,10.0.0.13,51.893053465753795,1.5025170677358686,0.5441733023750626,0.05917852506222521
192.168.1.88,192.168.1.87,0.0376945113829003,5.4817788670209655,0.02791245693596477,0.9849435718386365
